/chrom_scan.py
/Chr1_for_test.con
/Score files/5UTR-IGI750_450_forChr1-2.txt

Chromosome: Chr1
Score: 5UTR-IGI750_450
Strand: forward

Position	Score
464	0
465	0
466	0
467	0
468	0
469	0
470	0
471	0
472	0
473	0
474	0
475	0
476	0
477	0
478	0
479	0
480	0
481	0
482	0
483	0
484	0
485	0
486	0
487	0
488	0
489	0
490	0
491	0
492	0
493	0
494	0
495	0
496	0
497	0
498	0
499	0
500	0
501	0
502	0
503	0
504	0
505	0
506	0
507	0
508	0
509	0
510	0
511	0
512	0
513	0
514	0
515	0
516	0
517	0
518	0
519	0
520	0
521	0
522	0
523	0
524	0
525	0
526	0
527	0
528	0
529	0
530	0
531	0
532	0
533	0
534	0
535	0
536	0
537	0
538	0
539	0
540	0
541	0
542	0
543	0
544	0
545	0
546	0
547	0
548	0
549	0
550	0
551	0
552	0
553	0
554	0
555	0
556	0
557	0
558	0
559	0
560	0
561	0
562	0
563	0
564	0
565	0
566	0
567	0
568	0
569	0
570	0
571	0
572	0
573	0
574	0
575	0
576	0
577	0
578	0
579	0
580	0
581	0
582	0
583	0
584	0
585	0
586	0
587	0
588	0
589	0
590	0
591	0
592	0
593	0
594	0
595	0
596	0
597	0
598	0
599	0
600	0
601	0
602	0
603	0
604	0
605	0
606	0
607	0
608	0
609	0
610	0
611	0
612	0
613	0
614	0
615	0
616	0
617	0
618	0
619	0
620	0
621	0
622	0
623	0
624	0
625	0
626	0
627	0
628	0
629	0
630	0
631	0
632	0
633	0
634	0
635	0
636	0
637	0
638	0
639	0
640	0
641	0
642	0
643	0
644	0
645	0
646	0
647	0
648	0
649	0
650	0
651	0
652	0
653	0
654	0
655	0
656	0
657	0
658	0
659	0
660	0
661	0
662	0
663	0
664	0
665	0
666	0
667	0
668	0
669	0
670	0
671	0
672	0
673	0
674	0
675	0
676	0
677	0
678	0
679	0
680	0
681	0
682	0
683	0
684	0
685	0
686	0
687	0
688	0
689	0
690	0
691	0
692	0
693	0
694	0
695	0
696	0
697	0
698	0
699	0
700	0
701	0
702	0
703	0
704	0
705	0
706	0
707	0
708	0
709	0
710	0
711	0
712	0
713	0
714	0
715	0
716	0
717	0
718	0
719	0
720	0
721	0
722	0
723	0
724	0
725	0
726	0
727	0
728	0
729	0
730	0
731	0
732	0
733	0
734	0
735	0
736	0
737	0
738	0
739	0
740	0
741	0
742	0
743	0
744	0
745	0
746	0
747	0
748	0
749	0
750	0
751	0
752	0
753	0
754	0
755	0
756	0
757	0
758	0
759	0
760	0
761	0
762	0
763	0
764	0
765	0
766	0
767	0
768	0
769	0
770	0
771	0
772	0
773	0
774	0
775	0
776	0
777	0
778	0
779	0
780	0
781	0
782	0
783	0
784	0
785	0
786	0
787	0
788	0
789	0
790	0
791	0
792	0
793	0
794	0
795	0
796	0
797	0
798	0
799	0
800	0
801	0
802	0
803	0
804	0
805	0
806	0
807	0
808	0
809	0
810	0
811	0
812	0
813	0
814	0
815	0
816	0
817	0
818	0
819	0
820	0
821	0
822	0
823	0
824	0
825	0
826	0
827	0
828	0
829	0
830	0
831	0
832	0
833	0
834	0
835	0
836	0
837	0
838	0
839	0
840	0
841	0
842	0
843	0
844	0
845	0
846	0
847	0
848	0
849	0
850	0
851	0
852	0
853	0
854	0
855	0
856	0
857	0
858	0
859	0
860	0
861	0
862	0
863	0
864	0
865	0
866	0
867	0
868	0
869	0
870	0
871	0
872	0
873	0
874	0
875	0
876	0
877	0
878	0
879	0
880	0
881	0
882	0
883	0
884	0
885	0
886	0
887	0
888	0
889	0
890	0
891	0
892	0
893	0
894	0
895	0
896	0
897	0
898	0
899	0
900	0
901	0
902	0
903	0
904	0
905	0
906	0
907	0
908	0
909	0
910	0
911	0
912	0
913	0
914	0
915	0
916	0
917	0
918	0
919	0
920	0
921	0
922	0
923	0
924	0
925	0
926	0
927	0
928	0
929	0
930	0
931	0
932	0
933	0
934	0
935	0
936	0
937	0
938	0
939	0
940	0
941	0
942	0
943	0
944	0
945	0
946	0
947	0
948	0
949	0
950	0
951	0
952	0
953	0
954	0
955	0
956	0
957	0
958	0
959	0
960	0
961	0
962	0
963	0
964	0
965	0
966	0
967	0
968	0
969	0
970	0
971	0
972	0
973	0
974	0
975	0
976	0
977	0
978	0
979	0
980	0
981	0
982	0
983	0
984	0
985	0
986	0
987	0
988	0
989	0
990	0
991	0
992	0
993	0
994	0
995	0
996	0
997	0
998	0
999	0
1000	0
1001	0
1002	0
1003	0
1004	0.54802661
1005	0.504275102
1006	0.834521681
1007	0.451116597
1008	-0.077263222
1009	0.06998034
1010	0.24336233
1011	0.54802661
1012	0.504275102
1013	0.834521681
1014	0.451116597
1015	-0.077263222
1016	0.06998034
1017	0.24336233
1018	0.54802661
1019	0.504275102
1020	0.834521681
1021	0.451116597
1022	-0.077263222
1023	0.06998034
1024	0.24336233
1025	0.54802661
1026	0.504275102
1027	0.834521681
1028	0.451116597
1029	-0.077263222
1030	0.06998034
1031	0.24336233
1032	0.54802661
1033	0.504275102
1034	0.834521681
1035	0.451116597
1036	-0.077263222
1037	0.06998034
1038	0.24336233
1039	0.54802661
1040	0.504275102
1041	0.834521681
1042	0.451116597
1043	-0.077263222
1044	0.06998034
1045	0.24336233
1046	0.54802661
1047	0.504275102
1048	0.834521681
1049	0.451116597
1050	-0.077263222
1051	0.06998034
1052	0.24336233
1053	0.54802661
1054	0.504275102
1055	0.834521681
1056	0.451116597
1057	0.625889814
1058	0.788645185
1059	0.585010176
1060	0.634840645
1061	0.358362544
1062	0.451116597
1063	-0.077263222
1064	0.06998034
1065	0.24336233
1066	0.54802661
1067	0.504275102
1068	0.834521681
1069	0.451116597
1070	0.625889814
1071	0.788645185
1072	0.585010176
1073	0.634840645
1074	0.358362544
1075	0.451116597
1076	-0.077263222
1077	0.06998034
1078	0.24336233
1079	0.54802661
1080	0.504275102
1081	0.834521681
1082	0.451116597
1083	-0.077263222
1084	0.06998034
1085	0.24336233
1086	0.54802661
1087	0.504275102
1088	0.834521681
1089	0.451116597
1090	-0.077263222
1091	0.06998034
1092	0.24336233
1093	0.54802661
1094	0.504275102
1095	0.834521681
1096	0.451116597
1097	-0.077263222
1098	0.06998034
1099	0.24336233
1100	0.54802661
1101	0.504275102
1102	0.834521681
1103	0.451116597
1104	-0.077263222
1105	0.06998034
1106	0.24336233
1107	0.54802661
1108	0.504275102
1109	0.834521681
1110	0.451116597
1111	-0.077263222
1112	0.06998034
1113	-0.565120602
1114	-0.695532488
1115	-0.3850266
1116	-0.100810104
1117	0.000324281
1118	-0.159717318
1119	-0.038239114
1120	-0.090729987
1121	0.120123378
1122	-0.09472047
1123	-0.225873763
1124	-0.138354267
1125	-0.260087864
1126	-0.197939957
1127	-0.320085793
1128	-0.352841917
1129	-0.481936613
1130	-0.301480549
1131	-0.015539224
1132	-0.130454006
1133	-0.347238039
1134	-0.226229596
1135	0.32956287
1136	0.33353896
1137	0.466356564
1138	0.621867108
1139	0.601037622
1140	0.456256237
1141	0.441675041
1142	0.749671974
1143	0.684054319
1144	0.461659356
1145	0.202433883
1146	0.108800348
1147	0.217033391
1148	0.124279338
1149	0.120123378
1150	0.125263018
1151	0.239697376
1152	0.371130356
1153	0.61174443
1154	0.294199346
1155	0.252361353
1156	0.353253138
1157	0.003958566
1158	-0.153323096
1159	-0.14047796
1160	-0.123505146
1161	-0.356997877
1162	-0.242713768
1163	-0.367993261
1164	0.073611249
1165	0.765218002
1166	0.144482724
1167	0.317403936
1168	0.205752381
1169	0.266721175
1170	0.079860198
1171	0.431877239
1172	0.427886756
1173	0.246322767
1174	0.38989568
1175	0.409427161
1176	0.438882141
1177	0.432953114
1178	0.53366846
1179	0.541544483
1180	0.458941935
1181	0.352912114
1182	0.165880869
1183	0.338077084
1184	0.416605746
1185	0.63910708
1186	0.610028817
1187	0.835906881
1188	0.475865707
1189	0.78376542
1190	0.556981453
1191	0.336219799
1192	0.276154843
1193	0.765359259
1194	0.684054319
1195	0.492757522
1196	0.245183274
1197	0.186721477
1198	0.463214719
1199	0.044670005
1200	0.310455076
1201	0.165880869
1202	0.148917571
1203	0.227583573
1204	0.134846635
1205	0.151216107
1206	0.193968087
1207	0.209346562
1208	0.061145518
1209	-0.506760197
1210	-0.432950152
1211	-0.66646104
1212	-0.316203806
1213	-0.191006944
1214	-0.083996605
1215	0.263609533
1216	0.182271285
1217	0.289584058
1218	0.125952922
1219	0.418360474
1220	0.39312465
1221	0.234407487
1222	0.122477284
1223	0.280315227
1224	0.532438512
1225	0.460836717
1226	0.527059451
1227	0.496108811
1228	0.137268808
1229	0.276347392
1230	0.190902534
1231	0.249950237
1232	0.296754469
1233	-0.1074777
1234	-0.1694268
1235	0.116918238
1236	0.643002123
1237	0.507597953
1238	0.623573572
1239	0.56480679
1240	0.39312465
1241	0.39312465
1242	0.297689323
1243	0.718513992
1244	0.719390469
1245	0.304988562
1246	0.239896274
1247	0.461947445
1248	0.589945394
1249	0.363161427
1250	0.605213563
1251	0.619521028
1252	0.676243057
1253	0.644695281
1254	0.670081787
1255	0.70133323
1256	0.475311406
1257	0.773896634
1258	0.754039581
1259	0.61817854
1260	0.527403413
1261	0.634278555
1262	0.672160352
1263	0.472305896
1264	0.41015799
1265	-0.066963265
1266	0.008757449
1267	-0.271987087
1268	-0.214330373
1269	-0.03402263
1270	-0.32223577
1271	-0.271987087
1272	-0.575358298
1273	-0.180906618
1274	-0.129754095
1275	0.301354277
1276	0.451116597
1277	0.46007144
1278	0.46007144
1279	0.358362544
1280	0.298338331
1281	0.652399898
1282	0.749671974
1283	0.684054319
1284	0.492757522
1285	0.245183274
1286	0.410853417
1287	0.239896274
1288	-0.055967881
1289	0.200642975
1290	0.204798935
1291	0.38617579
1292	0.540727371
1293	0.773865843
1294	0.619294774
1295	0.571308899
1296	0.428289067
1297	0.22328234
1298	0.208600224
1299	0.262790882
1300	0.312008904
1301	0.15771939
1302	-0.021848698
1303	0.083494483
1304	0.363161427
1305	0.481851214
1306	0.472305896
1307	0.429641484
1308	0.360455533
1309	0.662800195
1310	0.205451519
1311	-0.180906618
1312	-0.121785165
1313	-0.487331645
1314	-0.55381862
1315	-0.308011416
1316	-0.419788706
1317	-0.206568608
1318	0.451116597
1319	0.431262744
1320	0.388715531
1321	0.609143856
1322	0.575924186
1323	0.60803841
1324	0.681380358
1325	0.680006995
1326	0.259785372
1327	0.352695993
1328	0.217033391
1329	0.375101546
1330	0.003958566
1331	0.187578412
1332	0.064942408
1333	0.189759306
1334	-0.071407477
1335	0.09673956
1336	-0.320085793
1337	-0.320085793
1338	-0.392205185
1339	-0.428061232
1340	-0.470941229
1341	-0.662144438
1342	-0.29484997
1343	-0.197939957
1344	0.035978713
1345	0.181561073
1346	0.406430117
1347	0.155287795
1348	0.371935351
1349	0.353253138
1350	0.328183843
1351	0.301354277
1352	-0.13693268
1353	-0.571337024
1354	-0.301480549
1355	-0.573017083
1356	-0.589944185
1357	-0.32932645
1358	-0.413990296
1359	-0.50872979
1360	-0.369962854
1361	-0.310392982
1362	-0.152877894
1363	-0.404331755
1364	0.015254624
1365	-0.102593093
1366	-0.366082405
1367	-0.260087864
1368	-0.145848972
1369	-0.217207867
1370	0.181561073
1371	0.15561909
1372	0.038963566
1373	0.191727526
1374	0.406430117
1375	-0.245847424
1376	0.269306674
1377	0.285387944
1378	0.258426076
1379	0.258824694
1380	0.223927099
1381	0.180821218
1382	-0.04021768
1383	-0.099676809
1384	-0.376593433
1385	-0.265840192
1386	-0.487016139
1387	-0.188731955
1388	-0.299596405
1389	-0.655387776
1390	-0.757412504
1391	-0.517652165
1392	-0.32932645
1393	-0.201110004
1394	-0.455607674
1395	-0.678231258
1396	-0.774192685
1397	-0.428061232
1398	-0.034778582
1399	0.242587496
1400	0.416605746
1401	0.095611228
1402	0.250033651
1403	0.310455076
1404	0.00248388
1405	0.195314141
1406	0.172829729
1407	0.143107285
1408	-0.161601462
1409	-0.343369021
1410	-0.392205185
1411	-0.563523929
1412	-0.249310773
1413	-0.389391406
1414	-0.11742036
1415	-0.054968353
1416	0.007708934
1417	0.577861135
1418	0.680143931
1419	0.678821091
1420	0.244016881
1421	0.006891401
1422	-0.191534467
1423	-0.580085698
1424	-0.70011266
1425	-0.780404392
1426	-0.903814629
1427	-0.913999162
1428	-1.074390964
1429	-0.589146583
1430	-0.462192555
1431	-0.561117859
1432	-0.477571808
1433	-0.592349097
1434	-0.713600345
1435	-0.686056596
1436	-0.429230263
1437	-0.558212869
1438	-0.472176776
1439	-0.17114678
1440	-0.419788706
1441	0.087685536
1442	-0.1074777
1443	-0.155600752
1444	-0.675061212
1445	-0.518083227
1446	-0.670708904
1447	-0.835190142
1448	-0.61865718
1449	-0.635751478
1450	-0.678231258
1451	-0.300992851
1452	-0.492660479
1453	-0.120719412
1454	-0.16188338
1455	-0.324070174
1456	-0.500821957
1457	-0.270603982
1458	-0.675061212
1459	-0.518083227
1460	-0.46745879
1461	-0.66572709
1462	-0.637751916
1463	-0.409649075
1464	-0.407889483
1465	-0.376132887
1466	-0.051811921
1467	-0.425560147
1468	-0.3850266
1469	-0.169168214
1470	-0.500821957
1471	-0.369232333
1472	-0.583394254
1473	-0.741002107
1474	-0.585251539
1475	-0.957056507
1476	-0.674562309
1477	-0.725309895
1478	-0.751276566
1479	-0.356997877
1480	-0.511899837
1481	-0.39299553
1482	-0.415938065
1483	-0.344683359
1484	-0.06172021
1485	-0.639404575
1486	-0.782966609
1487	-0.71746506
1488	-0.735349182
1489	-0.641159947
1490	-0.753003385
1491	-0.710056872
1492	-0.690212556
1493	-0.65676722
1494	-0.768923531
1495	-0.702870095
1496	-0.843664449
1497	-0.918263797
1498	-0.850688233
1499	-0.813653054
1500	-0.802105733
1501	-0.802429089
1502	-0.737722166
1503	-0.629032976
1504	-0.519641
1505	-0.187746042
1506	-0.383150595
1507	-0.250328026
1508	-0.1129603
1509	-0.374031216
1510	-0.253883551
1511	-0.368547326
1512	-0.483636398
1513	-0.231049655
1514	-0.297876424
1515	-0.580772547
1516	-0.702166369
1517	-0.613215528
1518	-0.51155908
1519	-0.416060834
1520	-0.44869568
1521	-0.379563704
1522	-0.195970364
1523	-0.581321245
1524	-0.638283814
1525	-0.400266567
1526	-0.46633154
1527	-0.686056596
1528	-0.580423014
1529	-0.717639161
1530	-0.720699374
1531	-0.097985826
1532	-0.196044851
1533	-0.608370341
1534	-0.597547125
1535	-0.28621872
1536	-0.188731955
1537	-0.013958738
1538	-0.076697366
1539	0.002189543
1540	0.120123378
1541	0.225466559
1542	0.240945549
1543	0.335132703
1544	-0.008745652
1545	-0.096585732
1546	-0.222299303
1547	-0.523329298
1548	-0.335808578
1549	-0.12538929
1550	-0.051811921
1551	-0.232935618
1552	0.270278903
1553	0.801508208
1554	0.735009838
1555	0.855268749
1556	1.000076184
1557	0.748286172
1558	0.518063387
1559	0.313008432
1560	-0.021848698
1561	-0.440543928
1562	-0.101029944
1563	-0.105898446
1564	-0.222299303
1565	-0.546394602
1566	0.203245107
1567	0.408918917
1568	0.649342301
1569	0.477946164
1570	0.48718682
1571	0.348312306
1572	0.279181298
1573	0.305974474
1574	0.52996261
1575	0.510764148
1576	0.451116597
1577	-0.228488877
1578	0.217033391
1579	0.3530611
1580	0.296214637
1581	0.355336089
1582	0.374641245
1583	0.366795711
1584	0.6028849
1585	0.489593531
1586	0.180604126
1587	0.481469585
1588	0.617253166
1589	0.50776343
1590	0.238935233
1591	0.537368542
1592	0.491411192
1593	0.498758232
1594	0.542886971
1595	0.561098019
1596	0.413328036
1597	-0.28029125
1598	0.71897823
1599	-0.14047796
1600	0.125263018
1601	0.189004668
1602	0.020738746
1603	0.278690292
1604	-0.083996605
1605	0.078730693
1606	0.045962933
1607	0.053531259
1608	-0.083996605
1609	0.163514135
1610	0.000824909
1611	-0.04349539
1612	0.084407826
1613	0.478554846
1614	0.406089627
1615	0.692066688
1616	1.000076184
1617	0.748286172
1618	0.518063387
1619	0.790518033
1620	0.360939967
1621	-0.054441361
1622	0.142399773
1623	0.283980181
1624	0.336219799
1625	0.153364311
1626	0.681920189
1627	0.781304822
1628	0.648397155
1629	0.87394205
1630	0.766705313
1631	0.702840825
1632	0.536812823
1633	0.587389878
1634	0.480274826
1635	0.311589499
1636	0.293873421
1637	0.341972128
1638	0.120123378
1639	0.143247177
1640	0.485878703
1641	0.495786992
1642	0.592697005
1643	0.76987536
1644	0.886648002
1645	0.340096123
1646	0.430448973
1647	0.307840805
1648	0.296214637
1649	-0.026004658
1650	0.004944479
1651	-0.268774043
1652	0.024427044
1653	-0.275544815
1654	-0.008745652
1655	-0.277289894
1656	-0.078087745
1657	-0.162224405
1658	-0.296810671
1659	-0.197939957
1660	-0.331781088
1661	0.171871232
1662	0.308592686
1663	0.264458041
1664	0.356912478
1665	-0.054707228
1666	0.361716186
1667	0.097058074
1668	0.078730693
1669	0.482347835
1670	0.432633191
1671	0.233120211
1672	0.319229001
1673	0.225466559
1674	0.234762158
1675	0.483301281
1676	0.025147865
1677	0.032824242
1678	0.276011251
1679	0.187875162
1680	0.171275901
1681	0.257150614
1682	-0.101725371
1683	0.217033391
1684	-0.099236571
1685	-0.208935341
1686	-0.169911233
1687	-0.083996605
1688	-0.29484997
1689	-0.150943394
1690	0.228932614
1691	0.143247177
1692	0.55538771
1693	0.994243591
1694	0.807301858
1695	0.601745134
1696	0.814129963
1697	0.786908699
1698	0.925548713
1699	0.635176786
1700	0.561098019
1701	0.413328036
1702	0.518063387
1703	0.567909759
1704	0.544392326
1705	0.669886071
1706	0.634344804
1707	0.494025146
1708	0.545892481
1709	0.893727001
1710	0.964042683
1711	0.640886893
1712	0.541912997
1713	0.371935351
1714	0.306433802
1715	-0.10330176
1716	-0.248806853
1717	-0.398390562
1718	-0.648268035
1719	-0.283568959
1720	-0.23012464
1721	-0.004815358
1722	0.433742501
1723	0.735305788
1724	0.581256527
1725	0.483849286
1726	0.624881688
1727	0.493929707
1728	0.072541118
1729	0.142399773
1730	-0.037141024
1731	0.148152102
1732	-0.216113926
1733	-0.156547272
1734	-0.29484997
1735	0.113492799
1736	0.447482313
1737	0.146452317
1738	0.132712505
1739	0.078730693
1740	0.217033391
1741	-0.364551014
1742	0.136210198
1743	0.057332548
1744	0.06068619
1745	-0.152573019
1746	0.057332548
1747	0.027578171
1748	-0.142863264
1749	0.27071825
1750	-0.128808949
1751	-0.139513932
1752	-0.037000042
1753	-0.132601938
1754	-0.35535593
1755	-0.040127354
1756	-0.06416236
1757	-0.061162349
1758	-0.000450553
1759	-0.096884627
1760	-0.007362547
1761	-0.016597189
1762	0.211893751
1763	0.544194244
1764	0.564999425
1765	0.776008482
1766	0.686036756
1767	0.765359259
1768	0.749553782
1769	0.586328218
1770	0.394678478
1771	0.523667264
1772	0.316056763
1773	0.365972404
1774	0.518063387
1775	0.32466727
1776	0.033388994
1777	-0.106859487
1778	-0.189232006
1779	-0.047273797
1780	-0.07715718
1781	-0.434798217
1782	-0.414675003
1783	-0.293696465
1784	0.07641445
1785	0.259231071
1786	0.269421461
1787	0.231756648
1788	0.278087357
1789	0.371935351
1790	0.357212094
1791	0.040942132
1792	0.064423228
1793	0.264806173
1794	0.348790078
1795	0.320721828
1796	0.217033391
1797	0.154885484
1798	-0.053327785
1799	0.050085512
1800	-0.355063377
1801	-0.808272474
1802	-0.699420557
1803	-0.710679071
1804	-0.31656922
1805	-0.253747686
1806	-0.191630483
1807	-0.375481282
1808	-0.1074777
1809	-0.165301544
1810	-0.279393019
1811	-0.045078538
1812	0.357212094
1813	0.046771676
1814	0.057332548
1815	0.008757449
1816	0.057975471
1817	0.188069695
1818	0.150086602
1819	-0.396925823
1820	-0.353768906
1821	-0.155352513
1822	-0.333874078
1823	-0.604896784
1824	-0.507242478
1825	-0.23205914
1826	-0.23012464
1827	-0.132845172
1828	-0.038239114
1829	0.153364311
1830	-0.043879381
1831	0.241856975
1832	-0.456382509
1833	-0.369232333
1834	-0.133214627
1835	-0.591081083
1836	-0.49203694
1837	-0.490984742
1838	-0.083996605
1839	-0.04349539
1840	0.084407826
1841	0.478554846
1842	0.563820877
1843	0.632727161
1844	0.741053515
1845	0.592466059
1846	0.561842311
1847	0.246588635
1848	0.153364311
1849	-0.231599326
1850	-0.195147057
1851	-0.123868117
1852	-0.447174507
1853	-0.513345077
1854	-0.367993261
1855	0.120123378
1856	0.330976743
1857	0.265881959
1858	0.46007144
1859	0.580555835
1860	0.556221089
1861	0.486348974
1862	0.457876181
1863	0.223023755
1864	-0.094462038
1865	-0.419788706
1866	-0.017049815
1867	-0.083996605
1868	0.163514135
1869	0.000824909
1870	0.263609533
1871	0.414313949
1872	0.719961909
1873	0.486805693
1874	0.559021994
1875	0.70758218
1876	0.59472906
1877	0.52230044
1878	0.789683753
1879	0.562541659
1880	0.661969962
1881	0.406089627
1882	0.702587813
1883	0.335132703
1884	0.099647792
1885	-0.155352513
1886	-0.123505146
1887	0.200946571
1888	0.083494483
1889	0.228932614
1890	0.189004668
1891	0.266251414
1892	0.262790882
1893	0.438882141
1894	0.434161502
1895	0.225807315
1896	0.6149734
1897	0.761950496
1898	0.842310148
1899	0.868510212
1900	0.857055905
1901	0.820994018
1902	0.867457895
1903	0.38184364
1904	0.062131431
1905	0.228771794
1906	0.103090039
1907	-0.278729974
1908	-0.467213356
1909	-0.550122475
1910	-0.654798902
1911	-0.439612298
1912	-0.353992366
1913	-0.380747802
1914	-0.225325757
1915	0.31902293
1916	0.687656353
1917	0.908600469
1918	0.671625408
1919	0.785613585
1920	0.783348564
1921	0.66442816
1922	0.422979422
1923	-0.004815358
1924	0.063805015
1925	0.40226803
1926	0.374297793
1927	-0.265416697
1928	-0.358697661
1929	0.000824909
1930	-0.238898565
1931	-0.491481931
1932	-0.222299303
1933	-0.242713768
1934	0.004944479
1935	0.334003198
1936	0.514810229
1937	0.470579077
1938	0.346381247
1939	0.242144112
1940	0.217033391
1941	0.146995525
1942	-0.22883017
1943	-0.175077074
1944	-0.142863264
1945	-0.159417702
1946	0.164327041
1947	-0.100387021
1948	-0.413671782
1949	-0.356997877
1950	-0.232935618
1951	0.24336233
1952	-0.129754095
1953	0.185434405
1954	0.233739085
1955	0.164855379
1956	0.164645322
1957	-0.115711018
1958	0.052841355
1959	0.025147865
1960	0.120123378
1961	0.364479469
1962	0.558596933
1963	0.624331723
1964	0.68274663
1965	0.658439094
1966	1.127168866
1967	0.486654923
1968	0.438882141
1969	-0.072414732
1970	-0.10248001
1971	-0.215275519
1972	-0.361545504
1973	0.056182099
1974	-0.144694445
1975	-0.054707228
1976	0.085145795
1977	0.1900019
1978	-0.089826148
1979	-0.33926911
1980	-0.231599326
1981	-0.23012464
1982	-0.378187176
1983	-0.095277615
1984	0.178403989
1985	0.193552295
1986	0.405023874
1987	0.406089627
1988	0.617448019
1989	0.60675307
1990	0.580424131
1991	0.499352423
1992	0.492827563
1993	0.396820796
1994	0.307210021
1995	0.128092308
1996	0.228615264
1997	0.208259467
1998	0.377612484
1999	0.169608741
2000	0.462205569
2001	0.6816561
2002	0.377884684
2003	0.488905158
2004	0.648397155
2005	0.435209438
2006	0.506324984
2007	0.065765716
2008	0.17641554
2009	-0.038239114
2010	0.106335094
2011	0.120123378
2012	-0.097784889
2013	0.129883215
2014	-0.275882131
2015	0.202792952
2016	0.226176771
2017	-0.10330176
2018	-0.391016964
2019	-0.270680937
2020	-0.21662217
2021	-0.3850266
2022	-0.394786437
2023	-0.122914671
2024	0.483301281
2025	0.317403936
2026	-0.099236571
2027	0.1900019
2028	0.196830005
2029	0.265338071
2030	0.045637253
2031	0.300007626
2032	0.188069695
2033	0.167815368
2034	-0.273052841
2035	-0.369232333
2036	-0.454662528
2037	-0.578846626
2038	-0.190451935
2039	-0.362750205
2040	-0.122914671
2041	0.483301281
2042	0.776008482
2043	0.686036756
2044	0.428662976
2045	-0.077366026
2046	-0.095895828
2047	-0.411355539
2048	-0.253457285
